Marca,Modelo,Operador,Tipo de red,Intensidad,Tasa de bajada,Tasa de subida,Tasa de perdida, RTTAvg, RTTmin,RTTmax, Jitter
   Samsung,        S4,AME,    LTE,-79,9822.32,7461,9.360451,138,12,154,151
     Apple,        5S,AME,       ,0,0,0,0,0,0,0,0
  Motorola,    Moto M,AME,   HSPA,-79,3072.58,1887.36,38.18182,207,9,245,252
      Otro,Lumia Icon,IUS,   CDMA,-52,1192.03,426.54,9.340353,234,13,276,281
  Motorola,  Droid HD,AME,   UMTS,-93,894.53,317.51,36.828701,232,6,277,285
  Motorola,      Defy,MOV,  EV-DO,-67,1190.69,424.22,35.922337,218,6,277,287
    Huawei,      Y530,AME,   EDGE,-120,80.74,55.28,29.287506,1249,655,1399,1038
   Samsung,        S4,AME,  HSPA+,-73,5251.95,3753.56,18.729664,173,102,187,8
   Samsung,       Ace,IUS,   CDMA,-127,333.89,119.32,35.75671,245,132,276,281
  Motorola,  Droid HD,AME,   UMTS,-72,1194.27,424.26,16.247177,196,11,275,278
   Samsung,      Note,AME,       ,0,0,0,0,0,0,0,0
      Sony,        Z3,MOV,   GPRS,-63,70.15,59.52,0,1119,9,1400,1041
  Motorola,      Defy,MOV,   EDGE,-68,214.25,145.13,0,1194,12,1400,1038
   Samsung,      Note,AME,   CDMA,-67,1190.96,422.78,36.493572,273,269,278,9
   Samsung,       Ace,AME,   CDMA,-68,1192.13,428.79,10.742002,247,10,278,281
   Samsung,        S4,AME,   HSPA,-93,2438.13,1501.38,38.18182,217,11,243,246
  Motorola,    Moto M,AME,   UMTS,-60,1192.37,427.89,25.341846,184,6,276,287
      Sony,        Z1,MOV,   EDGE,-58,218.82,148.83,20.03644,1109,8,1399,1043
   Samsung,      Note,AME,   CDMA,-94,881,315.96,25.64986,219,12,275,282
   Samsung,      Note,AME,   GPRS,-95,57.75,44.99,41.872318,1184,9,1400,1043
      Otro,     OneM8,AME,       ,0,0,0,0,0,0,0,0
      Otro,     OneM8,AME,   UMTS,-105,695.67,246.82,38.18182,234,11,277,282
   Samsung,        S4,AME,   CDMA,-95,860.66,308.02,20.090658,218,8,276,289
   Samsung,        S4,AME,   GPRS,-68,77.25,57.73,3.362048,1258,11,1400,1039
   Samsung,       Ace,AME,   GPRS,-89,64.12,48.02,1.083597,1184,11,1400,1039
        Lg,        G3,AME,   GPRS,-105,45.77,34.48,17.450018,915,6,1400,1042
      Sony,        Z3,MOV,   EDGE,-72,185.88,148.64,0,982,11,1400,1036
  Motorola,      Defy,AME,   UMTS,-77,1158.81,414.6,25.684195,220,7,278,285
     Apple,4,MOV,   HSPA,-101,2079.83,1280.11,23.403151,219,131,243,4
   Samsung,       Ace,AME,   CDMA,-119,465.49,165.81,38.18182,182,9,276,281
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,IUS,   HSPA,-125,999.97,614.89,38.18182,161,10,243,247
    Lenovo,     A369i,AME,   GPRS,-105,45.87,34.72,15.831268,1120,8,1400,1042
      Otro,     OneM8,MOV,   HSPA,-107,1810.48,1114.46,1.706852,204,115,243,251
     Apple,6,AME,   GPRS,-102,48.94,39.16,41.347519,1174,653,1399,1038
   Samsung,       Ace,AME,   UMTS,-62,1191.47,426.77,42.018288,261,149,277,6
   Samsung,       Ace,AME,  HSPA+,-130,1251.92,894.73,2.078427,172,92,185,178
        Lg,        G3,MOV,   EDGE,-62,214.51,144.67,21.045841,1194,13,1400,1036
  Motorola,      Defy,AME,   UMTS,-108,649,230.93,2.636255,259,128,275,289
     Apple,        5C,MOV,   UMTS,-70,1191.25,422.48,37.214577,261,151,276,5
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
  Motorola,  Droid HD,IUS,   UMTS,-71,1192.39,421.34,18.746201,237,148,277,7
        Lg,        G3,MOV,   GPRS,-99,55.93,42.28,9.707079,1257,6,1400,1043
      Sony,        Z3,MOV,   HSPA,-65,2762.51,1999.93,17.568005,192,113,243,256
   Samsung,        S4,AME,   CDMA,-102,744.93,268.71,41.014862,220,12,275,284
  Motorola,    Moto M,AME,   UMTS,-99,796.62,283.07,29.159046,261,151,276,4
        Lg, Intuition,IUS,  HSPA+,-101,3360.11,2399.1,0.417747,137,8,184,191
     Apple,        5S,AME,   HSPA,-71,3250.59,1997.6,9.486449,185,12,243,241
   Samsung,        S3,AME,   EDGE,-62,218.76,144.86,1.457603,1257,11,1400,1038
   Samsung,        S4,AME,   HSPA,-103,1992.15,1224.08,11.968967,184,6,244,254
      Otro,     OneM8,MOV,       ,0,0,0,0,0,0,0,0
      Otro, Brigadier,AME,   HSPA,-90,2575.19,1586.34,38.18182,196,7,245,251
     Apple,4,MOV,   EDGE,-66,215.94,142.33,26.349178,1184,9,1400,1040
  Motorola,    Moto M,AME,   HSPA,-99,2169.01,1336.23,9.78586,230,132,245,10
      Otro,Lumia Icon,MOV,   HSPA,-64,3248.16,2002.45,0,197,10,245,250
  Motorola,      Defy,AME,   HSPA,-115,1449.29,892.33,7.766126,228,117,245,244
   Samsung,        S3,AME,  HSPA+,-69,5252.71,3746.59,24.438871,181,178,186,7
  Motorola,      Defy,AME,   HSPA,-66,3251.47,2003.63,40.685871,184,10,244,247
      Sony,        Z1,AME,   HSPA,-85,2799.82,1721.81,12.043439,242,239,244,7
    Huawei,       H3C,MOV,   GPRS,-55,81.99,58.18,43.946365,1249,654,1401,1040
    Huawei,       H3C,MOV,       ,0,0,0,0,0,0,0,0
      Otro,        N9,IUS,   EDGE,-78,207.33,140.43,6.785087,1258,11,1399,1042
      Sony,        SP,MOV,   EDGE,-66,218.8,141.27,2.336678,1258,11,1400,1039
      Otro,        N9,MOV,   GPRS,-112,39.53,28.18,16.209841,1268,749,1400,8
      Sony,        Z3,AME,   HSPA,-64,2763.79,1999.12,51.293983,207,10,245,246
    Lenovo,      S820,AME,   UMTS,-70,1193.45,424.62,22.150013,249,147,276,7
    Lenovo,      K900,IUS,   EDGE,-92,168.91,112.03,2.284824,1193,8,1399,1040
      Sony,        T3,AME,   GPRS,-69,79.94,61.67,16.527231,1173,650,1399,1042
  Motorola,      Defy,AME,  HSPA+,-86,4451.26,3178.7,11.732014,164,13,183,180
     Apple,        5S,AME,   UMTS,-68,1189.05,426.21,0,247,11,276,288
  Motorola,  Droid HD,AME,       ,0,0,0,0,0,0,0,0
  Motorola,    Moto M,AME,   GPRS,-103,48.93,35.6,14.451209,1100,651,1400,1043
  Motorola,     XT919,AME,   EDGE,-68,220.9,144.04,33.940216,1397,1395,1400,4
   Samsung,      Note,AME,   HSPA,-115,1449.35,892.3,38.994854,207,9,244,245
  Motorola,  Droid HD,AME,   EDGE,-94,157.75,108.72,41.591827,981,7,1400,1042
   Samsung,        S4,AME,   EDGE,-111,108.39,72.05,17.604406,1193,11,1399,1036
   Samsung,        S4,AME,  HSPA+,-127,1470.45,1049.42,43.679562,120,6,183,191
  Motorola,  Droid HD,AME,   HSPA,-125,999.86,615.71,38.87669,229,119,248,243
        Lg,   GPro L9,AME,   HSPA,-99,2170.09,1335.4,36.362152,219,130,244,7
        Lg,     Lucid,MOV,   EDGE,-113,103.68,68.25,12.046347,1194,13,1400,1034
      Otro,     OneM8,AME,   GPRS,-58,77.92,58.91,14.846718,1248,651,1399,1044
     Apple,        5C,MOV,       ,0,0,0,0,0,0,0,0
      Sony,        Z1,AME,   UMTS,-90,946.39,334.55,33.261715,249,147,278,5
        Lg,   GPro L9,IUS,   HSPA,-113,1541.38,946.11,38.18182,194,9,242,246
  Motorola,      Defy,AME,   HSPA,-114,1494.81,920.09,17.738628,196,11,245,251
  Motorola,     XT919,IUS,   HSPA,-124,1045.03,643.25,32.07962,207,10,244,250
   Samsung,        S3,AME,   CDMA,-73,1189.49,424.8,14.796556,220,8,276,287
     Apple,        5C,AME,   HSPA,-139,370.31,227.93,27.477867,208,132,242,3
     Apple,        5S,NXT,   iDen,-64,39.87,10.39,30.67627,1609,949,1777,7
  Motorola,  Droid HD,AME,   UMTS,-60,1191.77,425.87,0.297193,180,5,276,289
        Lg,   GPro L9,AME,       ,0,0,0,0,0,0,0,0
        Lg,        G3,AME,   GPRS,-68,77.97,59.65,29.090815,1322,654,1400,1039
   Samsung,        S3,AME,   UMTS,-52,1190.9,426.79,0,246,130,277,285
        Lg,        G3,AME,   EDGE,-129,55.06,36.33,11.766899,962,9,1400,1038
  Motorola,     XT919,AME,   CDMA,-101,762.65,269.13,5.664277,274,271,276,5
   Samsung,        S3,AME,   CDMA,-107,663,236.39,18.177952,225,146,277,8
      Otro,Lumia Icon,MOV,   GPRS,-92,61.36,47.33,15.093229,1192,10,1398,1038
   Samsung,        S3,AME,   CDMA,-139,135.69,48.37,28.103851,262,153,276,3
  Motorola,  Droid HD,AME,  HSPA+,-55,5251.15,3750.07,5.636595,120,5,185,190
   Samsung,        S3,AME,   GPRS,-67,81.47,58.98,7.873866,1323,656,1399,1036
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   CDMA,-98,813.49,287.18,38.18182,247,11,276,287
   Samsung,        S4,AME,  EV-DO,-115,531.35,188.21,38.18182,183,7,277,290
      Otro,     OneM8,AME,   HSPA,-86,2753.82,1694.61,26.738352,207,11,244,245
  Motorola,  Droid HD,AME,    LTE,-96,7376.11,5602.22,2.216082,138,6,157,155
  Motorola,  Droid HD,AME,   UMTS,-98,813.8,288.48,35.318684,220,9,274,283
   Samsung,       Ace,AME,   EDGE,-59,219.77,145.79,28.554359,1064,8,1400,1038
      Otro,     OneM8,MOV,   EDGE,-103,132.17,88.92,33.443012,971,8,1400,1042
   Samsung,        S4,AME,   EDGE,-89,174.86,116.43,19.61981,1129,11,1400,1034
   Samsung,      Note,AME,   EDGE,-135,37.26,24.52,33.601681,1185,12,1400,1039
    Huawei,      Y530,AME,       ,0,0,0,0,0,0,0,0
   Samsung,      Note,AME,  EV-DO,-97,825.3,295.39,2.370412,248,149,276,7
     Apple,        5S,AME,   CDMA,-103,730.79,260.96,11.406717,261,147,278,6
      Otro, Brigadier,AME,   HSPA,-100,2127.6,1306.93,3.805548,204,116,244,246
   Samsung,      Note,AME,   GPRS,-104,45.42,37.45,5.201446,1258,11,1400,1039
   Samsung,      Note,AME,   UMTS,-90,942.91,335.99,4.403959,245,9,274,285
     Apple,4,AME,   UMTS,-126,349.48,124.66,29.831427,273,270,276,6
      Otro, Brigadier,AME,   HSPA,-125,999.78,614.68,38.18182,220,131,245,7
   Samsung,      Note,AME,   CDMA,-104,713.58,256.24,18.65947,220,12,276,281
      Sony,        T3,MOV,   EDGE,-91,167.36,110.64,17.758303,1194,11,1400,1036
   Samsung,        S4,AME,   EDGE,-63,217.38,144.14,39.176682,1333,748,1402,8
   Samsung,       Ace,AME,   UMTS,-68,1192.28,427.49,0,249,151,275,7
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
     Apple,        5C,AME,   GPRS,-93,62.92,42.48,38.18182,1183,11,1397,1038
   Samsung,        S4,AME,   GPRS,-72,82.73,60.27,15.668609,1119,6,1400,1043
   Samsung,        S4,AME,  EV-DO,-78,1143.12,406.15,18.036793,206,9,275,283
  Motorola,  Droid HD,AME,   CDMA,-61,1189.77,422.74,36.496635,247,7,278,285
   Samsung,       Ace,AME,   GPRS,-91,65.09,45.98,38.18182,1258,9,1399,1037
    Huawei,       H3C,MOV,   GPRS,-124,25.7,19.92,31.127481,1184,12,1398,1038
      Sony,        T3,AME,   GPRS,-51,82.35,59.75,0,1332,750,1400,9
   Samsung,       Ace,AME,   EDGE,-83,193.77,130.11,7.357114,1174,651,1400,1044
      Sony,        SP,AME,  EV-DO,-83,1058.62,376.75,41.630013,247,13,276,281
    Lenovo,     A369i,AME,   GPRS,-53,75.95,60.02,25.019423,1333,749,1402,9
  Motorola,     OneM8,NXT,   iDen,-84,38.84,8.85,0.749498,1433,11,1775,1320
  Motorola,  Droid HD,AME,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,   GPRS,-63,80.73,56.07,35.539185,1321,654,1398,1038
   Samsung,        S4,AME,   GPRS,-71,76.08,59.15,1.189491,1332,750,1400,6
        Lg, Intuition,MOV,   GPRS,-90,63.2,48.04,38.18182,1249,652,1400,1040
   Samsung,      Note,AME,   EDGE,-97,153.07,101.18,9.23384,1249,650,1400,1044
  Motorola,     XT919,AME,   EDGE,-110,112.05,73.62,38.18182,1119,9,1399,1038
      Sony,        SP,MOV,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   EDGE,-103,132.49,89.1,38.18182,1120,12,1400,1038
  Motorola,      Defy,AME,   EDGE,-132,45.37,30.91,20.745937,1396,1393,1400,8
   Samsung,        S3,AME,  EV-DO,-140,119.35,42.64,38.18182,259,129,277,286
     Apple,        5C,MOV,   UMTS,-60,1193.31,427.16,40.848732,208,7,275,284
      Sony,        SP,AME,   GPRS,-102,49.31,41.39,28.795006,1184,12,1400,1038
  Motorola,    Moto M,MOV,   EDGE,-80,201.83,136.57,36.328888,1258,6,1400,1044
      Otro,Lumia Icon,AME,   CDMA,-62,1196.5,424.25,1.302675,234,9,276,281
     Apple,4,AME,   CDMA,-77,1161.16,410.84,38.408493,245,131,277,284
  Motorola,     OneM8,NXT,   GPRS,-110,40.42,31.13,38.18182,1192,7,1399,1042
        Lg,   GPro L9,AME,       ,0,0,0,0,0,0,0,0
  Motorola,    Moto M,AME,   CDMA,-89,960.9,343.65,16.317802,220,11,275,284
        Lg,        G3,MOV,   HSPA,-77,3160.48,1945.31,33.952553,186,11,245,246
   Samsung,      Note,AME,   CDMA,-78,1140.61,405.39,36.319241,221,9,276,289
  Motorola,      Defy,MOV,   EDGE,-75,219.73,146.16,6.749221,1259,12,1399,1038
      Otro,Lumia Icon,AME,   CDMA,-61,1191.23,425.93,0,246,12,276,285
   Samsung,        S4,AME,   EDGE,-86,184.41,122.61,38.18182,1119,7,1400,1044
  Motorola,    Moto M,AME,   EDGE,-115,96.5,65.73,33.791752,1257,13,1400,1036
   Samsung,       Ace,AME,   CDMA,-57,1192.84,425.84,16.875124,222,7,275,285
      Otro, Brigadier,IUS,   CDMA,-72,1196.06,427.3,32.709602,248,15,277,279
      Sony,        Z1,MOV,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   EDGE,-80,199.89,136.82,25.213802,1258,14,1399,1038
      Sony,        SP,MOV,   GPRS,-70,77.94,58.88,43.697292,1119,8,1399,1040
   Samsung,      Note,AME,   EDGE,-106,122.85,84.44,33.060413,1258,6,1401,1045
   Samsung,        S4,AME,   HSPA,-63,3249.05,1998.43,27.634632,206,11,242,242
      Sony,        SP,MOV,   UMTS,-50,1192.28,424.94,40.918983,206,7,276,288
      Sony,        T3,MOV,   UMTS,-101,762.74,272.78,34.90239,259,131,275,282
    Huawei,       H3C,AME,   UMTS,-66,1192.81,424.25,42.185108,237,147,278,6
    Huawei,      Y530,AME,   EDGE,-120,82.21,54.45,24.366585,1323,654,1400,1040
  Motorola,      Defy,MOV,   HSPA,-69,3250.94,1998.43,0,220,130,244,5
        Lg,   GPro L9,MOV,       ,0,0,0,0,0,0,0,0
   Samsung,        S4,AME,   EDGE,-101,138.08,91.05,0.326876,1173,649,1398,1041
        Lg,   GPro L9,MOV,  HSPA+,-89,4233.8,3023.82,0,157,7,184,189
      Otro,Lumia Icon,MOV,   GPRS,-97,55.12,41.24,0.896707,1129,6,1401,1044
     Apple,        5S,NXT,   GPRS,-51,80.7,57.64,31.922142,1055,10,1401,1041
  Motorola,  Droid HD,AME,   UMTS,-118,483,171.13,8.230882,245,131,276,283
   Samsung,        S3,AME,   CDMA,-121,432.41,154.11,38.18182,219,10,276,285
   Samsung,      Note,AME,   GPRS,-57,81.38,61.81,26.121969,1258,12,1399,1040
     Apple,6,NXT,   iDen,-100,25.06,8.46,42.942719,1515,8,1776,1322
    Lenovo,      K900,AME,   EDGE,-64,214.44,143.83,2.002576,1184,8,1401,1045
  Motorola,      Defy,AME,       ,0,0,0,0,0,0,0,0
  Motorola,    Moto M,AME,   UMTS,-120,448.49,159.57,17.064661,248,149,275,6
  Motorola, Brigadier,NXT,   iDen,-101,25.69,7.97,35.595726,1421,6,1777,1327
        Lg,   GPro L9,AME,   GPRS,-121,28.8,22.21,21.892637,1203,750,1400,6
  Motorola,     XT919,AME,   HSPA,-92,2484.6,1531.55,29.528072,219,11,246,248
     Apple,4,MOV,   UMTS,-106,680.66,243.85,19.563589,209,7,277,285
  Motorola,  Droid HD,IUS,   UMTS,-66,1191.3,425.66,0,245,129,276,286
      Otro, Brigadier,MOV,   UMTS,-131,267.63,95.06,23.092945,210,7,276,286
      Otro,     OneM8,MOV,   HSPA,-114,1495.17,919.79,22.303976,195,5,243,252
      Otro,     OneM8,MOV,   EDGE,-115,97.46,64.56,9.908967,981,11,1400,1038
  Motorola,        N9,NXT,   EDGE,-140,21.58,14.52,25.461981,1139,749,1401,7
    Huawei,       H3C,IUS,       ,0,0,0,0,0,0,0,0
      Otro,     OneM8,AME,   GPRS,-89,66.32,49.69,23.697868,1192,9,1397,1036
      Otro, Brigadier,MOV,   EDGE,-66,219.65,144.08,20.633633,1035,10,1399,1040
  Motorola,      Defy,AME,   HSPA,-92,2483.38,1526.9,10.979009,207,11,244,241
    Lenovo,      S820,IUS,   GPRS,-127,21.6,17.04,38.18182,1248,653,1399,1040
        Lg, Intuition,MOV,   HSPA,-96,2303.01,1418.6,8.322958,217,11,243,242
   Samsung,       Ace,IUS,   GPRS,-89,63.02,45.15,39.576519,970,8,1397,1042
   Samsung,        S4,AME,   GPRS,-60,78.56,58.58,12.20955,1194,6,1400,1043
    Huawei,       H3C,AME,   EDGE,-68,216.97,143.48,1.150453,1194,10,1401,1039
      Sony,        SP,MOV,   HSPA,-75,3248.72,1999.98,2.241783,205,7,244,254
        Lg,        G3,MOV,   UMTS,-124,383.29,137.37,38.18182,248,148,276,4
   Samsung,        S4,MOV,  HSPA+,-135,888.55,634.91,24.862392,165,9,185,189
  Motorola,    Moto M,AME,       ,0,0,0,0,0,0,0,0
   Samsung,       Ace,AME,   EDGE,-86,182.34,122.34,5.128306,1268,749,1400,5
        Lg,   GPro L9,MOV,   HSPA,-61,3247.34,1997.93,9.505457,204,115,246,250
   Samsung,       Ace,AME,   EDGE,-126,63.71,42.7,38.18182,1397,1393,1402,8
  Motorola,      Defy,AME,    LTE,-69,10400.31,7898.55,13.109508,123,10,153,156
  Motorola,      Defy,AME,   EDGE,-111,108.94,72.41,40.990372,1109,10,1399,1041
  Motorola,    Moto M,MOV,   EDGE,-72,217.51,146.72,15.971777,1129,9,1399,1039
     Apple,6,MOV,    LTE,-95,7521.31,5712.28,4.008407,137,74,155,155
      Sony,        T3,AME,  HSPA+,-99,3507.07,2504.1,38.18182,138,8,183,187
      Otro,        N9,AME,       ,0,0,0,0,0,0,0,0
      Sony,        Z1,MOV,   HSPA,-131,730.64,449.81,10.57163,215,116,242,247
      Otro, Brigadier,AME,   HSPA,-98,2217.62,1362.87,41.210728,207,12,245,243
    Huawei,      G730,IUS,   CDMA,-86,1008,358.35,7.361813,232,7,275,284
   Samsung,       Ace,AME,   GPRS,-78,72.82,57.3,22.352802,1119,8,1399,1040
     Apple,6,AME,   EDGE,-125,67.02,44.39,38.18182,1118,7,1398,1039
    Lenovo,      K900,AME,  HSPA+,-72,5251.94,3750.68,25.956409,164,6,184,190
    Lenovo,      K900,IUS,   CDMA,-78,1142.04,408.99,12.017889,219,9,276,287
   Samsung,        S4,AME,  HSPA+,-109,2778.82,1986.09,11.606071,156,8,185,188
   Samsung,        S4,AME,   GPRS,-109,41.22,31.68,2.484015,1139,747,1399,7
     Apple,6,MOV,   HSPA,-67,3249.25,1999.82,1.907097,205,8,242,246
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
    Lenovo,      S820,AME,   EDGE,-109,114.25,78.46,35.931297,1268,749,1400,8
   Samsung,      Note,AME,   EDGE,-79,205.12,133.96,14.50829,1203,748,1400,4
        Lg,   GPro L9,MOV,   EDGE,-105,126.95,86.59,1.734505,1183,5,1399,1042
      Sony,        SP,MOV,   EDGE,-108,118.26,79.63,27.564535,1258,12,1399,1040
      Otro,     OneM8,MOV,   UMTS,-61,1191.61,426.51,1.023866,219,9,276,285
      Sony,        SP,IUS,   EDGE,-97,150.92,98.95,20.719034,1055,8,1398,1040
     Apple,4,AME,  HSPA+,-80,4886.43,3489.32,17.265917,155,7,184,188
  Motorola,      Defy,AME,   GPRS,-113,39.96,29.48,38.18182,1332,747,1400,8
   Samsung,      Note,AME,       ,0,0,0,0,0,0,0,0
     Apple,        5S,IUS,   UMTS,-135,201.67,72.04,12.199821,248,13,276,284
   Samsung,        S3,AME,   CDMA,-115,531.75,189.69,14.631619,248,12,277,282
      Otro,        N9,AME,   HSPA,-103,1990.17,1224.78,28.417904,195,9,244,245
   Samsung,      Note,AME,   EDGE,-96,151.72,102.06,10.464267,1118,5,1398,1042
   Samsung,       Ace,AME,   GPRS,-66,78.34,60.15,38.147213,1322,652,1401,1041
        Lg,   GPro L9,IUS,   CDMA,-88,975.73,347.56,1.533689,221,7,277,285
   Samsung,       Ace,AME,   EDGE,-89,174.64,115.36,38.18182,1035,7,1398,1043
      Sony,        T3,IUS,       ,0,0,0,0,0,0,0,0
   Samsung,        S3,AME,   HSPA,-66,3249.09,1996.89,2.128592,198,131,243,3
     Apple,6,AME,   GPRS,-52,80.24,58.53,20.462582,1129,8,1399,1040
    Huawei,       H3C,IUS,   GPRS,-112,39.07,27.84,15.773787,1120,8,1399,1040
   Samsung,      Note,AME,    LTE,-137,1472.21,1118.16,38.18182,131,8,155,154
      Otro, Brigadier,MOV,   UMTS,-121,432.77,153.42,29.534515,273,270,277,7
      Otro,Lumia Icon,MOV,   GPRS,-63,80.3,57.6,4.304301,1258,9,1400,1043
      Sony,        SP,IUS,   CDMA,-87,995.93,355.12,40.688328,249,149,276,5
  Motorola,  Droid HD,AME,   GPRS,-109,42.37,32.33,27.90987,1332,750,1400,7
  Motorola,    Moto M,AME,   UMTS,-62,1189.89,425.92,24.092112,196,9,279,282
      Sony,        T3,MOV,   EDGE,-88,179.19,118.54,8.39216,1257,11,1399,1037
   Samsung,      Note,AME,       ,0,0,0,0,0,0,0,0
   Samsung,       Ace,AME,   EDGE,-101,139.59,92.37,43.134018,1192,7,1399,1042
   Samsung,      Note,AME,   EDGE,-55,215.78,140.66,30.560839,1259,15,1400,1036
   Samsung,       Ace,AME,  EV-DO,-87,993.6,354.95,38.18182,259,132,277,280
  Motorola,    Moto M,AME,   UMTS,-126,350.19,125.23,8.284205,169,5,276,290
  Motorola,     XT919,AME,  HSPA+,-86,4451.09,3182.3,38.18182,164,11,185,186
  Motorola,    Moto M,AME,   GPRS,-109,42.86,29.07,26.844379,1333,750,1401,5
      Sony,        Z1,MOV,   UMTS,-103,730.07,260.27,4.008718,233,10,276,281
   Samsung,        S4,AME,   EDGE,-72,217.25,144.93,0,1193,9,1399,1039
   Samsung,       Ace,AME,       ,0,0,0,0,0,0,0,0
        Lg, Intuition,IUS,   UMTS,-87,993.75,354.2,20.929859,206,7,275,283
      Sony,        SP,AME,   GPRS,-104,49.23,33.87,11.234506,1204,750,1401,6
        Lg, Intuition,MOV,   GPRS,-68,83.41,58.45,42.615959,1193,9,1399,1038
      Otro, Brigadier,MOV,   UMTS,-87,991.1,354.17,6.563942,221,11,276,280
  Motorola,    Moto M,IUS,   CDMA,-82,1076.9,382.58,19.811844,233,7,278,286
  Motorola,  Droid HD,AME,   HSPA,-61,3247.3,2000.35,4.253644,217,5,244,254
  Motorola,      Defy,AME,   EDGE,-53,215.39,144.22,28.299112,1332,749,1400,6
     Apple,6,AME,  EV-DO,-99,792.96,285.34,38.18182,261,150,276,5
      Sony,        SP,AME,   CDMA,-98,816.65,288.21,9.706231,232,10,277,287
   Samsung,        S4,AME,       ,0,0,0,0,0,0,0,0
  Motorola,     OneM8,NXT,   iDen,-87,28.33,10.16,23.568401,1420,8,1774,1321
      Otro,        N9,AME,   EDGE,-136,34.28,22.36,23.237015,1203,749,1400,6
     Apple,        5S,NXT,   GPRS,-76,79.19,54.2,21.161222,1120,11,1399,1040
      Sony,        SP,AME,   CDMA,-75,1190.53,428.01,17.714813,260,148,276,6
   Samsung,       Ace,AME,    LTE,-55,10403.65,7898.35,0,123,9,154,153
     Apple,6,MOV,   GPRS,-86,67.55,52.6,19.27458,1258,9,1400,1041
   Samsung,      Note,AME,   UMTS,-85,1030.36,363.37,6.97771,223,12,278,279
      Otro,        N9,AME,   GPRS,-102,50.34,37.61,7.778668,1055,7,1400,1040
   Samsung,       Ace,AME,  HSPA+,-64,5247.09,3750.29,36.021534,139,9,184,183
   Samsung,        S3,AME,       ,0,0,0,0,0,0,0,0
    Lenovo,      S820,AME,   EDGE,-103,131.96,89.09,38.18182,1258,13,1398,1038
   Samsung,        S3,AME,   EDGE,-138,27.68,18.98,38.18182,1110,8,1399,1041
      Otro,Lumia Icon,MOV,   EDGE,-58,216.4,146.25,36.26973,1128,7,1400,1042
   Samsung,       Ace,AME,  EV-DO,-108,646.03,228.38,13.722827,258,131,275,281
  Motorola,      Defy,AME,   UMTS,-86,1009.18,358.2,37.549301,194,8,275,283
     Apple,        5C,NXT,   iDen,-103,24.04,7.52,38.18182,1503,10,1777,1324
    Huawei,      G730,IUS,   EDGE,-58,214.2,147.46,30.894468,1396,1392,1400,7
   Samsung,      Note,AME,   HSPA,-50,3252.32,2001.73,36.537621,216,117,243,248
     Apple,4,AME,  HSPA+,-137,742.56,530.48,38.18182,155,8,185,190
      Sony,        T3,MOV,       ,0,0,0,0,0,0,0,0
      Otro,        N9,MOV,   EDGE,-72,215.51,144.33,7.421406,1332,749,1400,5
        Lg,     Lucid,MOV,   GPRS,-82,72.29,54.03,12.191897,1258,13,1401,1038
   Samsung,      Note,AME,   EDGE,-112,105.54,71.28,29.899687,1258,11,1399,1040
        Lg,     Lucid,AME,   CDMA,-68,1192.23,422.18,0,191,5,276,288
   Samsung,        S3,AME,    LTE,-88,8527.89,6479.79,9.195148,138,75,156,153
      Sony,        T3,IUS,   EDGE,-91,169.06,113.9,11.606709,1257,10,1397,1041
  Motorola,  Droid HD,IUS,   HSPA,-54,3252.46,2002.36,7.351786,206,11,245,253
     Apple,        5S,AME,   HSPA,-67,3251.53,2001.71,42.533508,197,12,245,244
   Samsung,       Ace,AME,   GPRS,-130,19.37,14.36,25.492239,1322,651,1399,1041
   Samsung,       Ace,AME,    LTE,-84,9105.08,6915.01,36.368916,117,11,154,152
        Lg, Intuition,MOV,   GPRS,-53,78.17,64.19,37.1576,1035,7,1399,1041
   Samsung,      Note,IUS,       ,0,0,0,0,0,0,0,0
        Lg,     Lucid,AME,   UMTS,-73,1192.33,424.26,28.76269,246,11,276,284
  Motorola,      Defy,AME,   EDGE,-122,77.68,51.39,30.944597,1109,11,1400,1042
  Motorola,     XT919,AME,   CDMA,-72,1194.02,420.66,21.062668,259,133,278,278
   Samsung,      Note,AME,   EDGE,-139,24.49,16.27,38.18182,1322,654,1399,1037
      Otro,Lumia Icon,AME,   EDGE,-54,216.34,147.23,34.704456,1248,655,1398,1036
      Sony,        Z1,AME,   GPRS,-75,77.88,61.1,31.517406,1184,9,1399,1038
   Samsung,      Note,AME,   EDGE,-112,105.49,71.76,10.392077,1247,652,1399,1040
      Sony,        Z3,MOV,   UMTS,-110,521.35,220.64,41.907433,258,133,276,278
   Samsung,      Note,AME,   HSPA,-114,1494.71,921.16,13.383649,218,7,246,251
  Motorola,  Droid HD,AME,   HSPA,-84,2843.84,1749.02,31.860714,206,9,245,250
   Samsung,       Ace,AME,   EDGE,-109,115.91,76.37,31.446682,1323,654,1400,1040
